Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23
1,3,10,1,1,3,1,1,2,1,2,4,4,8,8,1,3,2,6,1,3,1,2
3,1,1,2,7,3,1,2,1,1,4,4,4,8,8,1,3,2,6,2,6,5,2
4,3,1,1,2,3,1,1,2,1,6,4,2,8,8,1,3,2,6,2,6,1,2
3,3,9,1,1,3,1,1,1,1,2,4,4,8,8,1,3,2,6,2,4,1,2
4,3,10,1,2,3,1,1,11,1,6,4,2,8,8,1,3,2,6,2,6,4,2
1,4,9,1,1,3,1,1,11,1,2,4,4,8,8,1,3,2,6,2,4,1,2
1,4,9,1,1,3,1,1,11,1,2,4,4,8,8,1,3,2,6,1,4,3,2
3,3,1,1,2,3,1,1,11,1,6,4,2,8,8,1,3,2,6,1,6,1,2
1,4,9,1,1,3,1,1,1,1,2,4,4,8,8,1,3,2,6,1,4,1,2
3,1,4,2,7,3,1,2,5,1,4,4,4,8,8,1,3,2,6,2,6,5,2
1,4,10,1,2,3,1,1,1,1,2,4,4,8,8,1,3,2,6,2,4,1,2
3,1,10,1,2,3,2,2,2,2,1,4,4,8,8,1,3,2,6,7,5,7,2
1,3,10,1,1,3,1,1,11,1,2,4,4,8,8,1,3,2,6,1,4,1,2
4,3,10,1,2,3,1,1,8,1,6,4,2,8,8,1,3,2,6,2,4,1,2
1,3,9,1,2,3,1,1,11,1,2,4,4,8,8,1,3,2,6,1,3,3,2
1,3,9,1,1,3,1,1,1,1,2,4,4,8,8,1,3,2,6,1,3,3,2
1,3,10,1,1,3,1,1,5,1,2,4,4,8,8,1,3,2,6,2,4,1,2
3,3,10,1,2,3,1,1,5,1,2,4,4,8,8,1,3,2,6,2,3,3,2
1,4,10,1,2,3,1,1,5,1,2,4,4,8,8,1,3,2,6,2,3,1,2
3,3,9,1,8,3,1,2,8,1,4,4,4,8,8,1,3,2,6,2,5,5,1
6,1,1,2,7,3,1,2,5,1,4,4,4,8,8,1,3,2,6,2,6,5,2
4,1,1,2,7,3,1,2,5,1,4,4,4,8,8,1,3,2,6,1,5,5,2
3,4,10,1,1,3,1,1,5,1,2,4,4,8,8,1,3,2,6,2,4,3,2
4,3,1,1,1,3,1,1,8,1,6,4,2,8,8,1,3,2,6,1,4,4,2
3,3,9,1,8,3,1,2,1,1,4,4,4,8,8,1,3,2,6,1,4,1,1
1,4,9,1,2,3,1,1,5,1,2,4,4,8,8,1,3,2,6,2,4,3,2
4,1,4,2,7,3,1,2,8,1,4,4,4,8,8,1,3,2,6,1,5,5,2
1,3,10,1,2,3,1,1,5,1,2,4,4,8,8,1,3,2,6,2,3,1,2
3,3,1,1,1,3,1,1,11,1,6,4,2,8,8,1,3,2,6,2,6,4,2
3,1,9,2,7,3,2,1,8,2,4,4,1,8,8,1,3,2,2,1,4,1,2
3,4,9,1,2,3,2,2,11,2,1,4,4,8,8,1,3,2,6,2,5,7,2
1,4,9,1,2,3,1,1,11,1,2,4,4,8,8,1,3,2,6,2,4,3,2
4,4,10,1,1,3,2,2,11,2,1,4,4,8,8,1,3,2,6,2,5,7,2
3,4,10,1,1,3,1,1,1,1,2,4,4,8,8,1,3,2,6,2,3,3,2
4,1,4,2,7,3,1,2,5,1,4,4,4,8,8,1,3,2,6,2,6,5,2
1,4,10,1,1,3,1,1,2,1,2,4,4,8,8,1,3,2,6,1,4,1,2
3,4,9,1,2,3,1,1,5,1,2,4,4,8,8,1,3,2,6,2,3,3,2
3,3,9,1,2,3,1,1,2,1,2,4,4,8,8,1,3,2,6,2,4,3,2
4,4,9,1,1,3,2,2,2,2,1,4,4,8,8,1,3,2,6,2,5,7,2
3,3,10,1,2,3,1,1,11,1,2,4,4,8,8,1,3,2,6,2,4,1,2
1,4,9,1,2,3,1,1,11,1,2,4,4,8,8,1,3,2,6,1,4,1,2
3,4,9,1,1,3,1,1,5,1,2,4,4,8,8,1,3,2,6,1,3,1,2
3,1,9,2,7,3,2,1,4,2,4,1,4,8,8,1,3,2,2,1,4,1,2
4,3,1,1,2,3,1,1,2,1,6,4,2,8,8,1,3,2,6,1,6,4,2
3,4,9,1,8,3,1,2,1,1,4,4,4,8,8,1,3,2,6,2,5,5,1
1,4,9,1,1,3,1,1,2,1,2,4,4,8,8,1,3,2,6,2,3,1,2
1,4,9,1,1,3,1,1,1,1,2,4,4,8,8,1,3,2,6,1,4,3,2
1,3,9,1,2,3,1,1,2,1,2,4,4,8,8,1,3,2,6,2,3,1,2
1,3,9,1,1,3,1,1,11,1,2,4,4,8,8,1,3,2,6,1,3,1,2
3,4,10,1,1,3,1,1,11,1,2,4,4,8,8,1,3,2,6,1,4,1,2
1,4,9,1,2,3,1,1,11,1,2,4,4,8,8,1,3,2,6,1,3,3,2
3,1,10,1,1,3,2,2,2,2,1,4,4,8,8,1,3,2,6,2,5,7,2
3,1,4,2,7,3,1,2,2,1,4,4,4,8,8,1,3,2,6,2,6,5,2
4,3,10,1,1,3,1,1,2,1,6,4,2,8,8,1,3,2,6,2,4,1,2
1,4,9,1,2,3,1,1,2,1,2,4,4,8,8,1,3,2,6,1,3,3,2
3,4,10,1,1,3,1,1,5,1,2,4,4,8,8,1,3,2,6,1,4,1,2
3,3,10,1,1,3,1,1,1,1,2,4,4,8,8,1,3,2,6,1,4,1,2
3,3,9,1,2,3,1,1,11,1,2,4,4,8,8,1,3,2,6,2,4,1,2
6,1,4,2,7,3,1,2,8,1,4,4,4,8,8,1,3,2,6,2,5,5,2
3,4,9,1,1,3,1,1,2,1,2,4,4,8,8,1,3,2,6,2,3,3,2
3,4,9,1,8,3,1,2,1,1,4,4,4,8,8,1,3,2,6,1,4,1,1
3,3,10,1,1,3,1,1,2,1,6,4,2,8,8,1,3,2,6,2,4,1,2
4,1,9,1,1,3,2,2,8,2,1,4,4,8,8,1,3,2,6,2,5,7,2
3,3,9,1,2,3,1,1,5,1,2,4,4,8,8,1,3,2,6,1,3,3,2
1,3,9,1,2,3,1,1,2,1,2,4,4,8,8,1,3,2,6,1,4,1,2
3,4,9,1,1,3,1,1,5,1,2,4,4,8,8,1,3,2,6,2,3,1,2
3,4,10,1,1,3,1,1,5,1,2,4,4,8,8,1,3,2,6,2,4,1,2
3,3,1,1,8,3,1,2,8,1,4,4,4,8,8,1,3,2,6,1,5,5,1
1,4,10,1,1,3,1,1,2,1,2,4,4,8,8,1,3,2,6,2,3,1,2
3,1,4,2,7,3,1,2,2,1,4,4,4,8,8,1,3,2,6,1,6,5,2
3,3,9,1,8,3,1,2,1,1,4,4,4,8,8,1,3,2,6,1,4,5,1
3,3,10,1,2,3,1,1,2,1,6,4,2,8,8,1,3,2,6,2,6,4,2
4,1,1,2,7,3,1,2,1,1,4,4,4,8,8,1,3,2,6,1,5,5,2
1,4,9,1,2,3,1,1,1,1,2,4,4,8,8,1,3,2,6,2,3,1,2
3,1,9,1,2,3,2,2,11,2,1,4,4,8,8,1,3,2,6,2,5,7,2
3,3,9,1,2,3,1,1,11,1,2,4,4,8,8,1,3,2,6,1,4,1,2
1,3,10,1,2,3,1,1,2,1,2,4,4,8,8,1,3,2,6,2,4,1,2
3,3,10,1,2,3,1,1,2,1,6,4,2,8,8,1,3,2,6,1,4,1,2
4,3,10,1,1,3,1,1,8,1,6,4,2,8,8,1,3,2,6,1,4,4,2
4,3,10,1,1,3,1,1,11,1,6,4,2,8,8,1,3,2,6,1,6,4,2
3,4,9,1,2,3,1,1,11,1,2,4,4,8,8,1,3,2,6,1,4,1,2
3,4,9,1,1,3,1,1,11,1,2,4,4,8,8,1,3,2,6,2,3,3,2
3,4,9,1,8,3,1,2,2,1,4,4,4,8,8,1,3,2,6,1,5,5,1
4,1,9,1,1,3,2,2,8,2,1,4,4,8,8,1,3,2,6,7,5,7,2
3,4,9,1,2,3,1,1,11,1,2,4,4,8,8,1,3,2,6,2,4,1,2
3,4,9,1,2,3,2,2,8,2,1,4,4,8,8,1,3,2,6,7,5,7,2
3,3,9,1,1,3,1,1,2,1,2,4,4,8,8,1,3,2,6,1,4,3,2
4,3,10,1,2,3,1,1,11,1,6,4,2,8,8,1,3,2,6,1,6,4,2
3,4,1,2,7,3,2,1,8,2,4,1,4,8,8,1,3,2,2,1,4,1,2
4,3,10,1,1,3,1,1,11,1,6,4,2,8,8,1,3,2,6,2,6,1,2
3,4,1,1,8,3,1,2,8,1,4,4,4,8,8,1,3,2,6,2,4,1,1
6,1,1,2,7,3,1,2,5,1,4,4,4,8,8,1,3,2,6,2,5,5,2
1,3,10,1,2,3,1,1,11,1,2,4,4,8,8,1,3,2,6,2,4,3,2
1,4,9,1,2,3,1,1,2,1,2,4,4,8,8,1,3,2,6,2,4,1,2
1,3,9,1,2,3,1,1,1,1,2,4,4,8,8,1,3,2,6,2,3,3,2
4,1,1,2,7,3,1,2,1,1,4,4,4,8,8,1,3,2,6,2,5,5,2
3,4,9,1,1,3,1,1,11,1,2,4,4,8,8,1,3,2,6,1,3,3,2
1,3,9,1,2,3,1,1,5,1,2,4,4,8,8,1,3,2,6,1,3,1,2
1,3,9,1,1,3,1,1,5,1,2,4,4,8,8,1,3,2,6,2,3,3,2
4,3,1,1,2,3,1,1,11,1,6,4,2,8,8,1,3,2,6,2,4,1,2
3,3,9,1,8,3,1,2,1,1,4,4,4,8,8,1,3,2,6,1,5,1,1
3,4,9,1,1,3,1,1,2,1,2,4,4,8,8,1,3,2,6,2,3,1,2
3,3,9,1,1,3,1,1,2,1,2,4,4,8,8,1,3,2,6,2,4,3,2
4,1,9,1,2,3,2,2,11,2,1,4,4,8,8,1,3,2,6,7,5,7,2
4,1,4,2,7,3,1,2,5,1,4,4,4,8,8,1,3,2,6,1,5,5,2
4,4,4,2,7,3,2,1,8,2,4,4,4,8,8,1,3,2,2,1,1,1,2
3,3,10,1,1,3,1,1,5,1,2,4,4,8,8,1,3,2,6,2,4,3,2
1,4,9,1,1,3,1,1,1,1,2,4,4,8,8,1,3,2,6,2,4,3,2
4,3,1,1,8,3,1,2,11,1,4,4,4,8,8,1,3,2,6,1,4,5,1
3,4,9,1,2,3,1,1,2,1,2,4,4,8,8,1,3,2,6,1,3,3,2
4,4,1,1,8,3,1,2,11,1,4,4,4,8,8,1,3,2,6,1,5,5,1
3,3,9,1,2,3,1,1,1,1,2,4,4,8,8,1,3,2,6,2,4,1,2
3,3,10,1,1,3,1,1,1,1,2,4,4,8,8,1,3,2,6,2,3,3,2
4,3,10,1,1,3,1,1,2,1,6,4,2,8,8,1,3,2,6,2,4,4,2
3,3,1,1,1,3,1,1,11,1,6,4,2,8,8,1,3,2,6,2,4,4,2
4,3,1,1,1,3,1,1,11,1,6,4,2,8,8,1,3,2,6,2,6,1,2
3,3,9,1,1,3,1,1,11,1,2,4,4,8,8,1,3,2,6,2,3,3,2
4,1,1,2,7,3,2,1,4,2,4,4,4,8,8,1,3,2,2,1,4,1,2
3,4,10,1,2,3,1,1,1,1,2,4,4,8,8,1,3,2,6,2,3,3,2
3,3,9,1,8,3,1,2,11,1,4,4,4,8,8,1,3,2,6,2,4,1,1
1,3,10,1,1,3,1,1,2,1,2,4,4,8,8,1,3,2,6,2,3,3,2
6,1,1,2,7,3,1,2,8,1,4,4,4,8,8,1,3,2,6,2,5,5,2
3,4,10,1,2,3,1,1,1,1,2,4,4,8,8,1,3,2,6,1,4,3,2
1,3,9,1,2,3,1,1,2,1,2,4,4,8,8,1,3,2,6,1,3,3,2
4,3,1,1,1,3,1,1,2,1,6,4,2,8,8,1,3,2,6,1,4,1,2
1,3,10,1,1,3,1,1,5,1,2,4,4,8,8,1,3,2,6,1,4,3,2
1,3,9,1,1,3,1,1,5,1,2,4,4,8,8,1,3,2,6,1,4,1,2
3,3,1,1,2,3,1,1,2,1,6,4,2,8,8,1,3,2,6,2,6,4,2
4,1,4,2,7,3,1,2,8,1,4,4,4,8,8,1,3,2,6,2,6,5,2
3,1,4,2,7,3,1,2,5,1,4,4,4,8,8,1,3,2,6,1,6,5,2
1,3,10,1,2,3,1,1,2,1,2,4,4,8,8,1,3,2,6,1,4,1,2
3,4,10,1,2,3,1,1,2,1,2,4,4,8,8,1,3,2,6,1,4,3,2
1,3,9,1,2,3,1,1,1,1,2,4,4,8,8,1,3,2,6,2,4,1,2
3,4,9,1,1,3,1,1,5,1,2,4,4,8,8,1,3,2,6,1,4,3,2
1,4,10,1,1,3,1,1,5,1,2,4,4,8,8,1,3,2,6,2,3,3,2
3,4,10,1,1,3,1,1,1,1,2,4,4,8,8,1,3,2,6,1,4,3,2
3,1,4,2,7,3,2,1,8,2,4,1,1,8,8,1,3,2,2,1,4,1,2
4,4,10,1,1,3,2,2,8,2,1,4,4,8,8,1,3,2,6,2,5,7,2
3,3,9,1,8,3,1,2,8,1,4,4,4,8,8,1,3,2,6,1,4,1,1
